,TimeStamp,pm25,pm1,pm10,co2,o3,cho2,no2,so2,LocationLat,LocationLong
0,2020-02-06,126.0,70.0,147.0,,,,,,45.516265,25.368046
1,2020-02-18,0.0,0.0,0.0,698.0,20.0,117.0,,,45.70151345,25.68627376
2,2020-04-07,21.0,12.0,24.0,,,,,,45.6718,25.6006
3,2020-04-09,18.0,14.0,21.0,477.0,24.0,7.0,,,45.645827,25.602524
4,2020-12-12,4.0,1.0,5.0,,,,,,45.670103,25.617966
5,2020-12-20,13.0,9.0,16.0,,,,,,45.636264,25.610012
6,2021-01-09,10.0,3.0,3.0,,,,,,45.665022,25.561726
7,2021-01-11,1.0,1.0,1.0,,,,,,45.666641,25.568426
8,2021-01-16,18.388316761363637,11.360035523978686,21.29777365491651,516.3046127067015,33.75599730458221,5.86695652173913,7.278143712574851,,45.65846672722148,25.559748761409175
9,2021-01-22,57.0,46.0,65.0,,,,,,45.65670084,25.61748527
10,2021-01-24,18.776362875865594,12.172979504577775,21.622355631789596,499.44827586206895,32.70453689759036,6.026711996114619,12.446979583245632,,45.659074663017314,25.56168520556139
11,2021-01-25,5.509301885602573,2.908053225704736,7.483454974482797,494.2787227693226,35.75222558844092,5.853476574156968,4.964597093791282,,45.65873362540239,25.55764043334593
12,2021-01-26,14.390018484288355,9.078558225508319,15.009983361064892,480.41597796143253,61.21338199513382,2.716253443526171,7.5687500000000005,,45.6624980751416,25.57069120025173
13,2021-01-27,10.494169096209912,6.043731778425656,12.071969696969697,558.1587301587301,27.458579881656803,6.849206349206349,5.075294117647059,,45.65803520450674,25.557612814549326
14,2021-01-28,13.62532637075718,8.053524804177545,15.617045454545455,552.8333333333334,26.243715846994537,6.840579710144928,5.997802197802197,,45.65825813866111,25.558003461306853
15,2021-01-29,29.696246648793565,18.37479892761394,35.42786458333333,479.69348894348894,20.25442054958184,7.006748466257669,17.349431818181817,,45.694508665074665,25.474669453962
16,2021-02-01,17.284684684684684,11.223423423423423,20.0755905511811,516.975,23.736607142857142,7.1,10.475,,45.65532252855449,25.56671959843137
17,2021-02-02,20.88888888888889,13.864197530864198,24.886021505376345,548.8655462184873,22.30179640718563,7.168067226890757,11.146354166666667,,45.655409829785654,25.566061349002794
18,2021-02-03,22.63157894736842,15.10414333706607,27.1984126984127,557.1322314049587,22.079041916167665,7.016528925619835,12.684239130434783,,45.65607325813241,25.566179003076034
19,2021-02-04,7.913207547169812,4.753459119496855,11.27103825136612,514.7,25.857738095238098,11.216666666666667,6.280729166666667,,45.65532005340888,25.56621166730878
20,2021-02-05,7.020080321285141,4.052208835341365,7.920415224913495,531.025,26.580357142857142,9.425,5.975,,45.65532560589515,25.565269730642928
21,2021-02-06,12.625916870415647,8.09046454767726,14.940425531914894,528.5333333333333,25.765476190476193,6.916666666666667,9.552040816326532,,45.65499390752768,25.56705795247232
22,2021-02-07,11.64203233256351,7.535796766743649,13.299798792756539,542.8307692307692,23.646153846153847,6.876923076923077,5.6499999999999995,,45.655171229484054,25.565811448423187
23,2021-02-08,7.533190578158458,4.122055674518201,8.148956356736242,528.3970588235294,30.230978260869566,15.455882352941176,7.989583333333333,,45.656558572125206,25.56918404339374
24,2021-02-09,3.911439114391144,2.1414514145141452,4.926881720430107,531.3958333333334,36.07105263157895,9.277777777777779,5.464171122994652,,45.655888326352866,25.567287293604615
25,2021-02-10,4.992258064516129,2.930322580645161,5.767857142857143,517.8611111111111,35.984455958549226,7.395833333333333,6.881443298969073,,45.6560763462825,25.567099305054807
26,2021-02-11,8.154580152671755,5.113549618320611,9.636675235646958,581.125,39.59319371727749,6.277777777777778,6.427368421052631,,45.65290352964036,25.5705774120979
27,2021-02-12,11.230290456431534,6.6037344398340245,14.15036231884058,643.1666666666666,39.52946428571429,5.869047619047619,4.420535714285714,,45.6567003012718,25.56748642099487
28,2021-02-13,14.194614443084456,8.226438188494493,16.48452508004269,627.6736111111111,38.0625,5.833333333333333,4.034375,,45.656523579692305,25.567755959891404
29,2021-02-14,19.995041322314048,12.36198347107438,22.020143884892086,596.074074074074,38.18680555555555,5.87037037037037,4.277083333333334,,45.656707839123015,25.567299285334958
30,2021-02-15,19.34288747346072,10.863057324840764,20.26908023483366,502.7395833333333,37.2640625,5.770833333333333,6.396875,,31.00139146064668,17.361365924562023
31,2021-02-16,23.26261319534282,13.953428201811125,26.86562150055991,479.3125,36.18177083333333,5.819444444444445,8.557291666666666,,45.65644978940622,25.566631168407163
32,2021-02-17,45.42994505494506,29.217032967032967,51.798339264531435,502.731884057971,33.20163043478261,6.065217391304348,15.095108695652174,,45.65629378315405,25.56680761780544
33,2021-02-18,31.64119170984456,19.762953367875646,37.991130820399114,485.6666666666667,35.36735751295337,5.763888888888889,8.633497536945812,,45.656450052179885,25.56724121750156
34,2021-02-19,47.623056994818654,29.97020725388601,54.17006802721088,500.52777777777777,33.30680628272251,5.784722222222222,12.467403314917126,,45.65631813055098,25.56641505973401
35,2021-02-20,52.97139141742523,33.3628088426528,60.742407199100114,532.7638888888889,30.483854166666664,6.0,12.373958333333334,,45.656345278675495,25.5666529259035
36,2021-02-21,41.1731843575419,25.924581005586592,48.742478941034896,521.4130434782609,30.766304347826086,5.840579710144928,10.313586956521739,,45.656429596055105,25.566392463988578
37,2021-02-22,41.81065088757396,26.761341222879686,48.87972508591065,539.3777777777777,29.8675,5.888888888888889,14.894166666666667,,45.65634149650655,25.56725024024745
38,2021-02-23,35.75,23.075,41.64204545454545,573.4861111111111,30.21875,28.520833333333332,13.955208333333333,,45.65629578945559,25.56685942844317
39,2021-02-24,35.503311258278146,23.00662251655629,41.03409090909091,573.1666666666666,28.077499999999997,5.933333333333334,12.665000000000001,,45.65590063380503,25.565638939229558
40,2021-02-25,28.904362416107382,18.719798657718123,34.901615271659324,588.4019607843137,32.08308823529412,6.9411764705882355,12.391911764705881,,45.666312477058334,24.94029246857083
41,2021-02-26,43.2184249628529,24.921248142644874,48.55798090040928,617.5555555555555,28.83020833333333,11.006944444444445,11.910416666666668,,45.80442174660955,24.912033024406366
42,2021-02-27,23.362301101591186,15.474908200734394,28.092849519743865,621.7777777777778,32.129687499999996,6.222222222222222,6.593229166666667,,45.87213608666064,24.588376902515837
43,2021-02-28,11.64448336252189,6.873905429071804,13.410060975609756,587.4117647058823,34.25588235294118,5.882352941176471,3.3838235294117647,,45.87367542676989,24.57746256794409
44,2021-03-01,13.556844547563806,7.82830626450116,14.773737373737374,623.5512820512821,35.222115384615385,8.717948717948717,4.301923076923076,,45.87663834281818,24.56785337319886
45,2021-03-02,17.65491047205643,10.576776994031471,16.580731969860064,531.5,37.7,13.166666666666666,5.050000000000001,,48.3053702725461,13.5568482417961
46,2021-03-03,18.708677685950413,11.483471074380166,21.21985815602837,517.2604166666666,33.9421875,16.604166666666668,8.9,,45.65608701928994,25.566030785285996
47,2021-03-04,17.092226744763227,10.841116852146264,19.56889106967615,1285.6745098039216,43.67432675044883,101.16470588235295,14.558947368421052,,45.659608027963685,25.617827437686998
48,2021-03-05,27.81491002570694,18.19280205655527,33.4880174291939,530.5,28.628571428571426,6.8428571428571425,12.924999999999999,,45.65389874001228,25.563428860122773
49,2021-03-06,16.346172839506174,9.962962962962964,18.22573839662447,589.8985507246376,33.010351966873706,6.918840579710145,7.149456521739131,,45.653981631056034,25.564443571023705
50,2021-03-07,18.45179856115108,11.530935251798562,20.663803680981594,559.4583333333334,32.605357142857144,6.808333333333334,8.422395833333333,,45.653205402043795,25.562942153368095
51,2021-03-08,28.396198830409357,18.230994152046783,32.55721393034826,546.2,32.55773809523809,6.866666666666666,11.028645833333334,,45.65411756599156,25.564656349240504
52,2021-03-09,24.707736389684815,15.634670487106018,28.54645476772616,526.7226890756302,33.17604790419161,6.823529411764706,7.394791666666666,,45.65416348237253,25.564521685827263
53,2021-03-10,18.566951566951566,11.896011396011396,20.963503649635037,532.6528925619834,33.92130177514793,6.892561983471074,6.080729166666667,,45.65382615880041,25.564042146928646
54,2021-03-11,20.180351906158357,12.381231671554252,22.26059850374065,524.825,44.00238095238095,6.8,7.377604166666667,,45.65365342236787,25.56352951805497
55,2021-03-12,29.2998585572843,18.72984441301273,33.51148730350665,503.2416666666667,45.104166666666664,6.833333333333333,10.205729166666666,,45.65426088832131,25.564708760123583
56,2021-03-13,31.001447178002895,19.879884225759767,36.96177558569667,499.01666666666665,43.27559523809524,6.883333333333334,8.806770833333333,,45.65353523409424,25.56346202940314
57,2021-03-14,20.19136690647482,12.802877697841726,24.65766871165644,502.98333333333335,39.44702380952381,6.841666666666667,8.114062500000001,,45.65385653760166,25.56410147036496
58,2021-03-15,18.544159544159545,12.21937321937322,21.374695863746958,516.0833333333334,46.55059523809524,6.841666666666667,7.970833333333334,,45.65378071590062,25.564202112919254
59,2021-03-16,5.620396600566572,3.1657223796033995,7.284503631961259,570.1083333333333,44.989285714285714,6.825,7.1484375,,45.654022135628864,25.56416129802062
60,2021-03-17,3.962908011869436,1.844213649851632,4.81360201511335,567.9666666666667,45.517857142857146,6.8,5.265625,,45.65372688332622,25.5639369382516
61,2021-03-18,12.405063291139241,7.684950773558368,13.429602888086643,533.040650406504,42.402325581395345,7.211382113821138,6.1484375,,45.65429352459285,25.564454422568996
62,2021-03-19,10.902912621359222,6.520775623268698,12.351126927639383,568.5524475524476,42.38894736842105,15.936170212765957,5.7625,,45.656368845925925,25.56477330477513
63,2021-03-20,19.62892223738063,11.993178717598909,21.75263774912075,525.3472222222222,39.02916666666667,12.916666666666666,6.868229166666667,,45.655164638452504,25.567857481958864
64,2021-03-21,23.050067658998646,14.523616734143049,26.831591173054587,502.04895104895104,39.8453125,5.647887323943662,7.3484375,,45.65517928328358,25.567917938948735
65,2021-03-22,28.305263157894736,17.831622176591377,32.31071428571428,523.9784946236559,41.8,10.612903225806452,7.6453125,,45.654544772237166,25.569888278968612
66,2021-03-27,25.194285714285716,16.44,30.348717948717947,589.6333333333333,43.136842105263156,10.666666666666666,19.244999999999997,2.6833333333333336,45.87224048362319,24.585577213840576
67,2021-03-28,20.637997432605903,13.091142490372272,25.768631813125694,563.1736111111111,39.12083333333333,6.375,9.730833333333333,2.3902777777777775,45.879357644198684,24.554138770834115
